0
0.0	:	
0.2	:	
0.5	:	
0.8	:	
1.0	:	
1.2	:	
1.5	:	
1.8	:	
2.0	:	
2.2	:	
2.5	:	
2.8	:	
3.0	:	
3.2	:	
3.5	:	
3.8	:	
4.0	:	
4.2	:	
4.5	:	
4.8	:	
5.0	:	
5.2	:	
5.5	:	
5.8	:	
6.0	:	
6.2	:	
6.5	:	
6.8	:	
7.0	:	
7.2	:	
7.5	:	
7.8	:	
8.0	:	
8.2	:	
8.5	:	
8.8	:	
9.0	:	
9.2	:	
9.5	:	
9.8	:	
10.0	:	
10.2	:	
10.5	:	
10.8	:	
11.0	:	
11.2	:	
11.5	:	
11.8	:	
12.0	:	
12.2	:	
12.5	:	
12.8	:	
13.0	:	
13.2	:	
13.5	:	166	55
13.8	:	
14.0	:	
14.2	:	
14.5	:	
14.8	:	
15.0	:	
15.2	:	
15.5	:	
15.8	:	
16.0	:	
16.2	:	101	73
16.5	:	
16.8	:	
17.0	:	
17.2	:	
17.5	:	
17.8	:	
18.0	:	
18.2	:	
18.5	:	
18.8	:	
19.0	:	
19.2	:	
19.5	:	
19.8	:	
20.0	:	
20.2	:	
20.5	:	
20.8	:	101	604
21.0	:	
21.2	:	
21.5	:	
21.8	:	
22.0	:	
22.2	:	
22.5	:	166	40
22.8	:	
23.0	:	
23.2	:	
23.5	:	
23.8	:	
24.0	:	
24.2	:	
24.5	:	
24.8	:	
25.0	:	
25.2	:	
25.5	:	
25.8	:	
26.0	:	
26.2	:	
26.5	:	
26.8	:	
27.0	:	
27.2	:	
27.5	:	
27.8	:	
28.0	:	
28.2	:	
28.5	:	101	882
28.8	:	
29.0	:	
29.2	:	
29.5	:	
29.8	:	
30.0	:	
30.2	:	
30.5	:	
30.8	:	
31.0	:	
31.2	:	
31.5	:	
31.8	:	
32.0	:	
32.2	:	
32.5	:	
32.8	:	
33.0	:	
33.2	:	
33.5	:	
33.8	:	
34.0	:	202	761
34.2	:	
34.5	:	
34.8	:	
35.0	:	
35.2	:	
35.5	:	
35.8	:	
36.0	:	
36.2	:	
36.5	:	
36.8	:	
37.0	:	
37.2	:	
37.5	:	
37.8	:	
38.0	:	
38.2	:	
38.5	:	202	809
38.8	:	
39.0	:	
39.2	:	
39.5	:	
39.8	:	
40.0	:	
40.2	:	
40.5	:	
40.8	:	
41.0	:	
41.2	:	
41.5	:	
41.8	:	
42.0	:	
42.2	:	
42.5	:	
42.8	:	
43.0	:	
43.2	:	
43.5	:	
43.8	:	
44.0	:	
44.2	:	
44.5	:	
44.8	:	
45.0	:	
45.2	:	
45.5	:	
45.8	:	
46.0	:	
46.2	:	
46.5	:	
46.8	:	166	55
47.0	:	332	1013
47.2	:	
47.5	:	
47.8	:	
48.0	:	
48.2	:	
48.5	:	
48.8	:	
49.0	:	
49.2	:	
49.5	:	
49.8	:	
50.0	:	
50.2	:	
50.5	:	
50.8	:	
51.0	:	
51.2	:	
51.5	:	
51.8	:	
52.0	:	
52.2	:	
52.5	:	
52.8	:	166	40
53.0	:	
53.2	:	
53.5	:	
53.8	:	101	60
54.0	:	
54.2	:	
54.5	:	
54.8	:	
55.0	:	
55.2	:	
55.5	:	
55.8	:	
56.0	:	
56.2	:	
56.5	:	202	1017
56.8	:	
57.0	:	
57.2	:	
57.5	:	
57.8	:	
58.0	:	
58.2	:	101	1061
58.5	:	
58.8	:	
59.0	:	
59.2	:	
59.5	:	
59.8	:	
60.0	:	
60.2	:	
60.5	:	
60.8	:	101	1046
61.0	:	
61.2	:	
61.5	:	101	766
61.8	:	
62.0	:	
62.2	:	
62.5	:	
62.8	:	
63.0	:	
63.2	:	
63.5	:	101	77
63.8	:	
64.0	:	
64.2	:	
64.5	:	
64.8	:	
65.0	:	
65.2	:	
65.5	:	
65.8	:	
66.0	:	
66.2	:	
66.5	:	
66.8	:	
67.0	:	
