534	4
535	0
536	3
537	6
538	4
539	0
540	1
541	5
542	5
543	4
544	5
545	2
546	4
547	0
548	3
549	6
550	1
551	6
552	5
553	4
554	5
555	5
556	6
557	4
558	6
559	4
560	4
561	3
562	2
563	4
564	5
565	3
566	5
567	5
568	5
569	0
570	4
571	0
572	1
573	4
574	4
575	5
576	6
577	6
578	1
579	1
580	1
581	3
582	5
583	4
584	4
585	5
586	2
587	1
588	6
589	1
590	3
591	5
592	4
593	4
594	0
595	4
596	6
597	0
598	2
599	6
600	5
601	4
602	4
603	0
604	0
605	1
606	5
607	1
608	3
609	1
610	5
611	5
612	1
613	0
614	1
615	4
616	5
617	5
618	0
619	2
620	5
621	5
622	2
623	0
624	6
625	4
626	4
627	5
628	1
629	5
630	2
631	4
632	5
633	0
634	0
635	4
636	6
637	3
638	1
639	6
640	6
641	5
642	6
643	3
644	2
645	5
646	4
647	0
648	5
649	5
650	1
651	6
652	1
653	2
654	4
655	4
656	6
657	6
658	6
659	5
660	6
661	5
662	5
663	6
664	4
665	2
666	4
667	1
668	5
669	0
670	5
671	5
672	0
673	0
674	4
675	5
676	1
677	5
678	6
679	1
680	2
681	4
682	6
683	4
684	1
685	0
686	1
687	4
688	2
689	3
690	2
691	3
692	6
693	4
694	1
695	1
696	3
697	5
698	6
699	5
700	6
701	2
702	6
703	2
704	6
705	5
706	5
707	1
708	3
709	0
710	2
711	4
712	0
713	5
714	2
715	5
716	6
717	1
718	1
719	5
720	4
721	4
722	5
723	0
724	6
725	2
726	0
727	0
728	6
729	1
730	5
731	4
732	0
733	5
734	3
735	0
736	1
737	6
738	4
739	1
740	0
741	4
742	2
743	2
744	1
745	3
746	3
747	2
748	5
749	3
750	4
751	3
752	4
753	2
754	2
755	3
756	0
757	3
758	3
759	2
760	1
761	0
762	0
763	5
764	5
765	5
766	0
767	1
768	2
769	0
770	0
771	5
772	4
773	1
774	3
775	5
776	6
777	0
778	4
779	4
780	4
781	1
782	4
783	1
784	1
785	5
786	4
787	0
788	4
789	2
790	1
791	4
792	2
793	1
794	0
795	1
796	2
797	0
798	3
799	3
800	6
801	6
802	3
803	5
804	1
805	6
806	1
807	1
808	1
809	0
810	0
811	1
812	1
813	5
814	4
815	4
816	3
817	5
818	2
819	1
820	5
821	5
822	4
823	0
824	5
825	6
826	0
827	4
828	6
829	3
830	0
831	0
832	0
833	4
834	4
835	4
836	1
837	3
838	3
839	6
840	3
841	4
842	4
843	2
844	4
845	0
846	5
847	4
848	5
849	5
850	5
851	5
852	4
853	4
854	5
855	2
856	6
857	6
858	2
859	0
860	3
861	4
862	1
863	0
864	0
865	0
866	4
867	0
868	0
869	0
870	4
871	3
872	1
873	1
874	1
875	6
876	2
877	4
878	1
879	2
880	6
881	1
882	0
883	4
884	0
885	4
886	4
887	3
888	4
889	3
890	6
891	0
892	5
893	2
894	3
895	1
896	5
897	0
898	1
899	4
900	0
901	1
902	1
903	5
904	5
905	6
906	5
907	0
908	4
909	2
910	0
911	1
912	0
913	1
914	4
915	3
916	6
917	0
918	0
919	0
920	1
921	6
922	5
923	2
924	5
925	1
926	3
927	2
928	2
929	1
930	4
931	1
932	2
933	4
934	2
935	2
936	0
937	5
938	6
939	5
940	4
941	4
942	4
943	4
944	1
945	6
946	1
947	5
948	3
949	4
950	1
951	0
952	3
953	3
954	4
955	4
956	0
957	2
958	5
959	3
960	5
961	4
962	6
963	4
964	5
965	1
966	3
967	2
968	1
969	6
970	3
971	1
972	5
973	4
974	6
975	5
976	6
977	2
978	0
979	0
980	4
981	5
982	4
983	3
984	4
985	5
986	1
987	5
988	5
989	1
990	3
991	6
992	5
993	6
994	6
995	1
996	3
997	5
998	6
999	0
1000	3
1001	1
1002	3
1003	1
1004	6
1005	5
1006	1
1007	1
1008	1
1009	1
1010	1
1011	6
1012	3
1013	0
1014	0
1015	1
1016	6
1017	0
1018	1
1019	6
1020	5
1021	1
1022	2
1023	5
1024	6
1025	1
1026	0
1027	2
1028	1
1029	2
1030	1
1031	1
1032	5
1033	6
1034	4
1035	5
1036	0
1037	6
1038	6
1039	0
1040	0
1041	3
1042	1
1043	5
1044	5
1045	5
1046	0
1047	6
1048	3
1049	1
1050	2
1051	1
1052	4
1053	1
1054	1
1055	3
1056	5
1057	1
1058	6
1059	4
1060	4
1061	0
1062	0
1063	2
1064	5
1065	4
1066	4
1067	6
1068	0
1069	2
1070	1
1071	5
1072	0
1073	6
1074	2
1075	5
1076	3
1077	1
1078	5
1079	5
