0	0	114.59590827524283	3gpp	uma	los
0	1	127.52282651733091	3gpp	uma	los
0	2	118.81653088919464	3gpp	uma	los
0	3	128.67046135758258	3gpp	uma	los
0	4	123.66214118611288	3gpp	uma	los
0	5	130.54038149810592	3gpp	uma	los
0	6	130.21409860237148	3gpp	uma	los
1	0	97.9088659092449	3gpp	uma	los
1	1	113.03777423296893	3gpp	uma	los
1	2	144.3393821450625	3gpp	uma	nlos
1	3	150.33716415356054	3gpp	uma	nlos
1	4	119.91580559017737	3gpp	uma	los
1	5	155.43571225281303	3gpp	uma	nlos
1	6	125.77779052182629	3gpp	uma	los
2	0	159.02487375655164	3gpp	uma	nlos
2	1	145.84288519210747	3gpp	uma	nlos
2	2	127.98234455475816	3gpp	uma	los
2	3	151.43692512889686	3gpp	uma	nlos
2	4	130.2002641083658	3gpp	uma	los
2	5	156.66566534164468	3gpp	uma	nlos
2	6	162.84683593084515	3gpp	uma	nlos
3	0	110.20036483213002	3gpp	uma	los
3	1	104.82531561792408	3gpp	uma	los
3	2	141.72137623647086	3gpp	uma	nlos
3	3	101.80920661992377	3gpp	uma	los
3	4	114.60448446440867	3gpp	uma	los
3	5	111.77639274244831	3gpp	uma	los
3	6	118.81055460860526	3gpp	uma	los
4	0	124.44095777742021	3gpp	uma	los
4	1	139.85934002287505	3gpp	uma	nlos
4	2	125.52374613243043	3gpp	uma	los
4	3	112.87239690317617	3gpp	uma	los
4	4	127.69832554855438	3gpp	uma	los
4	5	152.56195541227194	3gpp	uma	nlos
4	6	127.54504013258759	3gpp	uma	los
5	0	98.1621615716902	3gpp	uma	los
5	1	150.2036827937812	3gpp	uma	nlos
5	2	91.46614921780602	3gpp	uma	los
5	3	116.73512363121955	3gpp	uma	los
5	4	141.94734587230195	3gpp	uma	nlos
5	5	119.5452296791436	3gpp	uma	los
5	6	152.93353264762794	3gpp	uma	nlos
6	0	139.22234095532474	3gpp	uma	nlos
6	1	121.94355771220035	3gpp	uma	los
6	2	116.57167300076102	3gpp	uma	los
6	3	124.7190512960643	3gpp	uma	los
